Documento compras,Material,Texto breve,Fecha documento,Fecha Ingreso,Promedio de LT,Cantidad 
5300000827,108721001,"MOTO BDS SAETA 150CC, AZUL",2026-03-02 00:00:00,2026-03-20 00:00:00,18.00,8
5300000827,108726002,"MOTO BDS STARK 250CC, GRIS",2026-03-02 00:00:00,2026-03-20 00:00:00,18.00,4
5300000827,108813001,"MOTO BDS HAWK 200CC, NEGRO",2026-03-02 00:00:00,2026-03-20 00:00:00,18.00,9
5300000827,109233003,"MOTO BDS MAGMA 150CC, AZUL",2026-03-02 00:00:00,2026-03-20 00:00:00,18.00,3
5300000827,109234001,"MOTO BDS STARK 300CC, ROJO",2026-03-02 00:00:00,2026-03-20 00:00:00,18.00,3
5300000827,109234002,"MOTO BDS STARK 300CC, AZUL",2026-03-02 00:00:00,2026-03-20 00:00:00,18.00,2
5300000827,109569002,"MOTO BDS SB 180CC, NEGRO",2026-03-02 00:00:00,2026-03-20 00:00:00,18.00,4
5300000827,109870001,"MOTO BDS THUNDER 190CC, NEGRO",2026-03-02 00:00:00,2026-03-20 00:00:00,18.00,11
5300000828,108721001,"MOTO BDS SAETA 150CC, AZUL",2026-03-02 00:00:00,2026-03-15 00:00:00,13.00,10
5300000828,108726001,"MOTO BDS STARK 250CC, ROJO",2026-03-02 00:00:00,2026-03-15 00:00:00,13.00,6
5300000828,109233002,"MOTO BDS MAGMA 150CC, NEGRO",2026-03-02 00:00:00,2026-03-15 00:00:00,13.00,3
5300000828,109233003,"MOTO BDS MAGMA 150CC, AZUL",2026-03-02 00:00:00,2026-03-15 00:00:00,13.00,5
5300000828,109233004,"MOTO BDS MAGMA 150CC, GRIS",2026-03-02 00:00:00,2026-03-15 00:00:00,13.00,6
5300000828,109638001,"MOTO BDS HAWK 250CC, AZUL",2026-03-02 00:00:00,2026-03-15 00:00:00,13.00,10
5300000828,109783001,"MOTO BDS RHINO 200CC, AZUL",2026-03-02 00:00:00,2026-03-15 00:00:00,13.00,2
5300000829,108726002,"MOTO BDS STARK 250CC, GRIS",2026-03-02 00:00:00,2026-03-19 00:00:00,17.00,7
5300000829,109031001,"MOTO BDS HAWK GT 250CC, AZUL",2026-03-02 00:00:00,2026-03-19 00:00:00,17.00,6
5300000829,109233001,"MOTO BDS MAGMA 150CC, ROJO",2026-03-02 00:00:00,2026-03-19 00:00:00,17.00,1
5300000829,109233003,"MOTO BDS MAGMA 150CC, AZUL",2026-03-02 00:00:00,2026-03-19 00:00:00,17.00,5
5300000829,109234001,"MOTO BDS STARK 300CC, ROJO",2026-03-02 00:00:00,2026-03-19 00:00:00,17.00,8
5300000829,109234002,"MOTO BDS STARK 300CC, AZUL",2026-03-02 00:00:00,2026-03-19 00:00:00,17.00,3
5300000829,109638001,"MOTO BDS HAWK 250CC, AZUL",2026-03-02 00:00:00,2026-03-19 00:00:00,17.00,10
5300000829,109783001,"MOTO BDS RHINO 200CC, AZUL",2026-03-02 00:00:00,2026-03-19 00:00:00,17.00,2
5300000830,108662001,"MOTO ISLO FREEDOM 150CC, TITANIO",2026-03-05 00:00:00,2026-03-12 00:00:00,7.00,4
5300000830,108664001,"MOTO ISLO RABBIT 150CC, BLANCO",2026-03-05 00:00:00,2026-03-12 00:00:00,7.00,3
5300000830,108668001,"MOTO CARABELA HUNTER 110CC, BLANCO",2026-03-05 00:00:00,2026-03-12 00:00:00,7.00,3
5300000830,108669001,"MOTO CARABELA HUNTER 125CC, ROJO",2026-03-05 00:00:00,2026-03-12 00:00:00,7.00,13
5300000830,108675001,"MOTO CARABELA DIRT 3 250CC, ROJO",2026-03-05 00:00:00,2026-03-12 00:00:00,7.00,16
5300000830,108812002,"MOTO CARABELA ROUTE R SONORA 200CC, AZUL",2026-03-05 00:00:00,2026-03-12 00:00:00,7.00,2
5300000830,109571001,"MOTO CARABELA KRONOS 200CC, TITANIO",2026-03-05 00:00:00,2026-03-12 00:00:00,7.00,4
5300000831,108674001,"MOTO ISLO MUTANT 250CC, ROJO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,14
5300000831,108675001,"MOTO CARABELA DIRT 3 250CC, ROJO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,15
5300000831,108808001,"MOTO CARABELA R250Z, ROJO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,8
5300000831,109571001,"MOTO CARABELA KRONOS 200CC, TITANIO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,8
5300000832,108662001,"MOTO ISLO FREEDOM 150CC, TITANIO",2026-03-05 00:00:00,2026-03-14 00:00:00,9.00,4
5300000832,108663001,"MOTO CARABELA BAT 150CC, BLANCO",2026-03-05 00:00:00,2026-03-14 00:00:00,9.00,2
5300000832,108663002,"MOTO CARABELA BAT 150CC, NEGRO",2026-03-05 00:00:00,2026-03-14 00:00:00,9.00,2
5300000832,108668001,"MOTO CARABELA HUNTER 110CC, BLANCO",2026-03-05 00:00:00,2026-03-14 00:00:00,9.00,8
5300000832,108669001,"MOTO CARABELA HUNTER 125CC, ROJO",2026-03-05 00:00:00,2026-03-14 00:00:00,9.00,7
5300000832,108674001,"MOTO ISLO MUTANT 250CC, ROJO",2026-03-05 00:00:00,2026-03-14 00:00:00,9.00,4
5300000832,108675001,"MOTO CARABELA DIRT 3 250CC, ROJO",2026-03-05 00:00:00,2026-03-14 00:00:00,9.00,4
5300000832,108808001,"MOTO CARABELA R250Z, ROJO",2026-03-05 00:00:00,2026-03-13 00:00:00,8.50,8
5300000832,109571001,"MOTO CARABELA KRONOS 200CC, TITANIO",2026-03-05 00:00:00,2026-03-14 00:00:00,9.00,6
5300000833,108668001,"MOTO CARABELA HUNTER 110CC, BLANCO",2026-03-05 00:00:00,2026-03-18 00:00:00,13.00,8
5300000833,108669001,"MOTO CARABELA HUNTER 125CC, ROJO",2026-03-05 00:00:00,2026-03-18 00:00:00,13.00,9
5300000833,108674001,"MOTO ISLO MUTANT 250CC, ROJO",2026-03-05 00:00:00,2026-03-18 00:00:00,13.00,4
5300000833,108675001,"MOTO CARABELA DIRT 3 250CC, ROJO",2026-03-05 00:00:00,2026-03-18 00:00:00,13.00,4
5300000833,108808001,"MOTO CARABELA R250Z, ROJO",2026-03-05 00:00:00,2026-03-18 00:00:00,13.00,15
5300000833,109571001,"MOTO CARABELA KRONOS 200CC, TITANIO",2026-03-05 00:00:00,2026-03-18 00:00:00,13.00,5
5300000834,108663001,"MOTO CARABELA BAT 150CC, BLANCO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,2
5300000834,108663002,"MOTO CARABELA BAT 150CC, NEGRO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,1
5300000834,108668001,"MOTO CARABELA HUNTER 110CC, BLANCO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,6
5300000834,108669001,"MOTO CARABELA HUNTER 125CC, ROJO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,6
5300000834,108674001,"MOTO ISLO MUTANT 250CC, ROJO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,12
5300000834,108675001,"MOTO CARABELA DIRT 3 250CC, ROJO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,6
5300000834,108808001,"MOTO CARABELA R250Z, ROJO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,6
5300000834,108812002,"MOTO CARABELA ROUTE R SONORA 200CC, AZUL",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,4
5300000834,109571001,"MOTO CARABELA KRONOS 200CC, TITANIO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,2
5300000835,108668001,"MOTO CARABELA HUNTER 110CC, BLANCO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,6
5300000835,108669001,"MOTO CARABELA HUNTER 125CC, ROJO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,8
5300000835,108674001,"MOTO ISLO MUTANT 250CC, ROJO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,5
5300000835,108675001,"MOTO CARABELA DIRT 3 250CC, ROJO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,10
5300000835,108808001,"MOTO CARABELA R250Z, ROJO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,8
5300000835,108812002,"MOTO CARABELA ROUTE R SONORA 200CC, AZUL",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,4
5300000835,109571001,"MOTO CARABELA KRONOS 200CC, TITANIO",2026-03-05 00:00:00,2026-03-17 00:00:00,12.00,4
5300000836,108663001,"MOTO CARABELA BAT 150CC, BLANCO",2026-03-05 00:00:00,2026-03-19 00:00:00,14.00,1
5300000836,108663002,"MOTO CARABELA BAT 150CC, NEGRO",2026-03-05 00:00:00,2026-03-19 00:00:00,14.00,1
5300000836,108668001,"MOTO CARABELA HUNTER 110CC, BLANCO",2026-03-05 00:00:00,2026-03-19 00:00:00,14.00,6
5300000836,108669001,"MOTO CARABELA HUNTER 125CC, ROJO",2026-03-05 00:00:00,2026-03-19 00:00:00,14.00,5
5300000836,108674001,"MOTO ISLO MUTANT 250CC, ROJO",2026-03-05 00:00:00,2026-03-19 00:00:00,14.00,4
5300000836,108675001,"MOTO CARABELA DIRT 3 250CC, ROJO",2026-03-05 00:00:00,2026-03-19 00:00:00,14.00,10
5300000836,108808001,"MOTO CARABELA R250Z, ROJO",2026-03-05 00:00:00,2026-03-19 00:00:00,14.00,10
5300000836,108812002,"MOTO CARABELA ROUTE R SONORA 200CC, AZUL",2026-03-05 00:00:00,2026-03-19 00:00:00,14.00,4
5300000836,109571001,"MOTO CARABELA KRONOS 200CC, TITANIO",2026-03-05 00:00:00,2026-03-19 00:00:00,14.00,4
5300000837,108668001,"MOTO CARABELA HUNTER 110CC, BLANCO",2026-03-05 00:00:00,2026-03-16 00:00:00,11.00,3
5300000837,108669001,"MOTO CARABELA HUNTER 125CC, ROJO",2026-03-05 00:00:00,2026-03-16 00:00:00,11.00,10
5300000837,108674001,"MOTO ISLO MUTANT 250CC, ROJO",2026-03-05 00:00:00,2026-03-16 00:00:00,11.00,10
5300000837,108675001,"MOTO CARABELA DIRT 3 250CC, ROJO",2026-03-05 00:00:00,2026-03-16 00:00:00,11.00,10
5300000837,108808001,"MOTO CARABELA R250Z, ROJO",2026-03-05 00:00:00,2026-03-16 00:00:00,11.00,10
5300000837,108812002,"MOTO CARABELA ROUTE R SONORA 200CC, AZUL",2026-03-05 00:00:00,2026-03-16 00:00:00,11.00,2
5300000838,108668001,"MOTO CARABELA HUNTER 110CC, BLANCO",2026-03-05 00:00:00,2026-03-21 00:00:00,16.00,4
5300000838,108669001,"MOTO CARABELA HUNTER 125CC, ROJO",2026-03-05 00:00:00,2026-03-21 00:00:00,16.00,10
5300000838,108675001,"MOTO CARABELA DIRT 3 250CC, ROJO",2026-03-05 00:00:00,2026-03-21 00:00:00,16.00,12
5300000838,108808001,"MOTO CARABELA R250Z, ROJO",2026-03-05 00:00:00,2026-05-04 00:00:00,60.00,10
5300000838,108812002,"MOTO CARABELA ROUTE R SONORA 200CC, AZUL",2026-03-05 00:00:00,2026-03-21 00:00:00,16.00,5
5300000838,109571001,"MOTO CARABELA KRONOS 200CC, TITANIO",2026-03-05 00:00:00,2026-03-21 00:00:00,16.00,1
5300000839,108663001,"MOTO CARABELA BAT 150CC, BLANCO",2026-03-05 00:00:00,2026-03-23 00:00:00,18.00,1
5300000839,108663002,"MOTO CARABELA BAT 150CC, NEGRO",2026-03-05 00:00:00,2026-03-23 00:00:00,18.00,7
5300000839,108668001,"MOTO CARABELA HUNTER 110CC, BLANCO",2026-03-05 00:00:00,2026-03-23 00:00:00,18.00,3
5300000839,108669001,"MOTO CARABELA HUNTER 125CC, ROJO",2026-03-05 00:00:00,2026-03-23 00:00:00,18.00,6
5300000839,108674001,"MOTO ISLO MUTANT 250CC, ROJO",2026-03-05 00:00:00,2026-03-23 00:00:00,18.00,2
5300000839,108675001,"MOTO CARABELA DIRT 3 250CC, ROJO",2026-03-05 00:00:00,2026-03-23 00:00:00,18.00,12
5300000839,108808001,"MOTO CARABELA R250Z, ROJO",2026-03-05 00:00:00,2026-03-19 00:00:00,14.00,7
5300000839,108812002,"MOTO CARABELA ROUTE R SONORA 200CC, AZUL",2026-03-05 00:00:00,2026-03-23 00:00:00,18.00,4
5300000839,109590002,"MOTO CARABELA KRONOS 200CC, AZUL",2026-03-05 00:00:00,2026-03-23 00:00:00,18.00,3
5300000840,108637001,"MOTO VELOCI SYRIUS RS SPORT 20, AMARILLO",2026-03-05 00:00:00,2026-03-09 00:00:00,4.00,8
5300000840,108638001,"MOTO VELOCI RAZZER GTR 220CC, ROJO",2026-03-05 00:00:00,2026-03-09 00:00:00,4.00,4
5300000840,108639001,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",2026-03-05 00:00:00,2026-03-09 00:00:00,4.00,6
5300000840,108957002,"MOTOCARRO VELOCI COVALT 300CC, BLANCO",2026-03-05 00:00:00,2026-03-09 00:00:00,4.00,1
5300000840,109583001,"MOTO VELOCI DEUS EVO SPORT 150CC, GRIS",2026-03-05 00:00:00,2026-03-09 00:00:00,4.00,4
5300000840,109584001,"MOTO VELOCI RUBAK EVO TRAIL 220CC, VERDE",2026-03-05 00:00:00,2026-03-09 00:00:00,4.00,6
5300000840,109587001,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",2026-03-05 00:00:00,2026-03-09 00:00:00,4.00,8
5300000840,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-03-05 00:00:00,2026-03-09 00:00:00,4.00,1
5300000840,109588002,"MOTO VELOCI XEVERUS EVO PRO 330CC, GRIS",2026-03-05 00:00:00,2026-03-09 00:00:00,4.00,4
4500588893,109764001,"MOTO CARABELA INDY 250CC, NEGRO",2026-03-06 00:00:00,2026-03-09 00:00:00,3.00,-1
5300000841,108652001,"MOTO DINAMO ADVENTURE ELITE 150CC, ROJO",2026-03-06 00:00:00,2026-03-10 00:00:00,4.00,1
5300000841,108690001,"MOTO DINAMO SCORPIO 200CC, ROJO",2026-03-06 00:00:00,2026-03-10 00:00:00,4.00,1
5300000841,108690003,"MOTO DINAMO SCORPIO 200CC, NEGRO",2026-03-06 00:00:00,2026-03-07 00:00:00,2.50,2
5300000841,108691002,"MOTO DINAMO U5 150CC, AZUL",2026-03-06 00:00:00,2026-03-07 00:00:00,2.50,2
5300000841,108691003,"MOTO DINAMO U5 150CC, GRIS",2026-03-06 00:00:00,2026-03-10 00:00:00,4.00,1
5300000841,109118001,"MOTO DINAMO U2 150CC, ROJO",2026-03-06 00:00:00,2026-03-07 00:00:00,2.50,2
5300000841,109118002,"MOTO DINAMO U2 150CC, AZUL",2026-03-06 00:00:00,2026-03-07 00:00:00,2.50,2
5300000841,109118003,"MOTO DINAMO U2 150CC, PLATA",2026-03-06 00:00:00,2026-03-07 00:00:00,1.00,1
5300000841,109137002,"MOTO DINAMO ALIEN-R 175 CC, BLANCO",2026-03-06 00:00:00,2026-03-07 00:00:00,1.00,2
5300000841,109137003,"MOTO DINAMO ALIEN-R 175 CC, GRIS",2026-03-06 00:00:00,2026-03-07 00:00:00,2.50,2
5300000842,108637001,"MOTO VELOCI SYRIUS RS SPORT 20, AMARILLO",2026-03-10 00:00:00,2026-03-23 00:00:00,13.00,6
5300000842,108638001,"MOTO VELOCI RAZZER GTR 220CC, ROJO",2026-03-10 00:00:00,2026-03-23 00:00:00,13.00,8
5300000842,109582001,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",2026-03-10 00:00:00,2026-03-23 00:00:00,13.00,6
5300000842,109583001,"MOTO VELOCI DEUS EVO SPORT 150CC, GRIS",2026-03-10 00:00:00,2026-03-23 00:00:00,13.00,4
5300000842,109584001,"MOTO VELOCI RUBAK EVO TRAIL 220CC, VERDE",2026-03-10 00:00:00,2026-03-23 00:00:00,13.00,10
5300000842,109585001,"MOTO VELOCI SNAKE GT TRAIL 250CC, GRIS",2026-03-10 00:00:00,2026-03-23 00:00:00,13.00,2
5300000842,109587001,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",2026-03-10 00:00:00,2026-03-23 00:00:00,13.00,8
5300000842,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-03-10 00:00:00,2026-03-23 00:00:00,13.00,4
5300000842,109588002,"MOTO VELOCI XEVERUS EVO PRO 330CC, GRIS",2026-03-10 00:00:00,2026-03-23 00:00:00,13.00,4
5300000843,108637001,"MOTO VELOCI SYRIUS RS SPORT 20, AMARILLO",2026-03-10 00:00:00,2026-03-25 00:00:00,15.00,6
5300000843,108638001,"MOTO VELOCI RAZZER GTR 220CC, ROJO",2026-03-10 00:00:00,2026-03-25 00:00:00,15.00,8
5300000843,109582001,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",2026-03-10 00:00:00,2026-03-25 00:00:00,15.00,6
5300000843,109583001,"MOTO VELOCI DEUS EVO SPORT 150CC, GRIS",2026-03-10 00:00:00,2026-03-25 00:00:00,15.00,2
5300000843,109584001,"MOTO VELOCI RUBAK EVO TRAIL 220CC, VERDE",2026-03-10 00:00:00,2026-03-25 00:00:00,15.00,10
5300000843,109585001,"MOTO VELOCI SNAKE GT TRAIL 250CC, GRIS",2026-03-10 00:00:00,2026-03-25 00:00:00,15.00,2
5300000843,109587001,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",2026-03-10 00:00:00,2026-03-25 00:00:00,15.00,8
5300000843,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-03-10 00:00:00,2026-03-25 00:00:00,15.00,3
5300000843,109588002,"MOTO VELOCI XEVERUS EVO PRO 330CC, GRIS",2026-03-10 00:00:00,2026-03-25 00:00:00,15.00,4
5300000844,108637001,"MOTO VELOCI SYRIUS RS SPORT 20, AMARILLO",2026-03-10 00:00:00,2026-03-27 00:00:00,17.00,8
5300000844,108639001,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",2026-03-10 00:00:00,2026-03-27 00:00:00,17.00,6
5300000844,109582001,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",2026-03-10 00:00:00,2026-03-27 00:00:00,17.00,10
5300000844,109583001,"MOTO VELOCI DEUS EVO SPORT 150CC, GRIS",2026-03-10 00:00:00,2026-03-27 00:00:00,17.00,6
5300000844,109584001,"MOTO VELOCI RUBAK EVO TRAIL 220CC, VERDE",2026-03-10 00:00:00,2026-03-27 00:00:00,17.00,8
5300000844,109587001,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",2026-03-10 00:00:00,2026-03-27 00:00:00,17.00,8
5300000844,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-03-10 00:00:00,2026-03-27 00:00:00,17.00,4
5300000844,109588002,"MOTO VELOCI XEVERUS EVO PRO 330CC, GRIS",2026-03-10 00:00:00,2026-03-27 00:00:00,17.00,4
5300000845,108637001,"MOTO VELOCI SYRIUS RS SPORT 20, AMARILLO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,6
5300000845,109582001,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,10
5300000845,109583001,"MOTO VELOCI DEUS EVO SPORT 150CC, GRIS",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,4
5300000845,109584001,"MOTO VELOCI RUBAK EVO TRAIL 220CC, VERDE",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,8
5300000845,109585001,"MOTO VELOCI SNAKE GT TRAIL 250CC, GRIS",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,6
5300000845,109587001,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,10
5300000845,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,6
5300000845,109588002,"MOTO VELOCI XEVERUS EVO PRO 330CC, GRIS",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,4
5300000846,108635002,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,20
5300000846,108639001,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,14
5300000846,109582001,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,14
5300000846,109931001,"MOTO VELOCI THYRON EVO SPORT 200C, VERDE",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,8
5300000847,108638001,"MOTO VELOCI RAZZER GTR 220CC, ROJO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,16
5300000847,109586001,"MOTO VELOCI BREAKSTORM SPORT 330CC, GRIS",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,8
5300000847,109587001,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,12
5300000847,109931001,"MOTO VELOCI THYRON EVO SPORT 200C, VERDE",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,10
5300000848,108652001,"MOTO DINAMO ADVENTURE ELITE 150CC, ROJO",2026-03-10 00:00:00,2026-03-10 00:00:00,1.67,3
5300000848,108652002,"MOTO DINAMO ADVENTURE ELITE 150C, BLANCO",2026-03-10 00:00:00,2026-03-12 00:00:00,4.00,4
5300000848,108655002,"MOTO DINAMO CUSTOM 150CC, AZUL",2026-03-10 00:00:00,2026-03-16 00:00:00,6.00,1
5300000848,108690001,"MOTO DINAMO SCORPIO 200CC, ROJO",2026-03-10 00:00:00,2026-03-12 00:00:00,2.00,2
5300000848,108690002,"MOTO DINAMO SCORPIO 200CC, BLANCO",2026-03-10 00:00:00,2026-03-10 00:00:00,0.00,1
5300000848,108690003,"MOTO DINAMO SCORPIO 200CC, NEGRO",2026-03-10 00:00:00,2026-03-12 00:00:00,4.60,5
5300000848,108691001,"MOTO DINAMO U5 150CC, ROJO",2026-03-10 00:00:00,2026-03-11 00:00:00,1.00,1
5300000848,108691002,"MOTO DINAMO U5 150CC, AZUL",2026-03-10 00:00:00,2026-03-10 00:00:00,2.67,3
5300000848,108691003,"MOTO DINAMO U5 150CC, GRIS",2026-03-10 00:00:00,2026-03-12 00:00:00,2.00,1
5300000848,109118001,"MOTO DINAMO U2 150CC, ROJO",2026-03-10 00:00:00,2026-03-12 00:00:00,4.00,2
5300000848,109118002,"MOTO DINAMO U2 150CC, AZUL",2026-03-10 00:00:00,2026-03-16 00:00:00,6.00,2
5300000848,109137001,"MOTO DINAMO ALIEN-R 175 CC, ROJO",2026-03-10 00:00:00,2026-03-12 00:00:00,4.00,2
5300000848,109137002,"MOTO DINAMO ALIEN-R 175 CC, BLANCO",2026-03-10 00:00:00,2026-03-13 00:00:00,4.50,2
5300000848,109137003,"MOTO DINAMO ALIEN-R 175 CC, GRIS",2026-03-10 00:00:00,2026-03-12 00:00:00,2.00,1
5300000848,109137004,"MOTO DINAMO ALIEN-R 175 CC, VERDE",2026-03-10 00:00:00,2026-03-11 00:00:00,3.33,3
5300000849,108637001,"MOTO VELOCI SYRIUS RS SPORT 20, AMARILLO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,8
5300000849,108639001,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,16
5300000849,109583001,"MOTO VELOCI DEUS EVO SPORT 150CC, GRIS",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,12
5300000849,109584001,"MOTO VELOCI RUBAK EVO TRAIL 220CC, VERDE",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,12
5300000849,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,6
5300000850,108635002,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",2026-03-10 00:00:00,2026-03-26 00:00:00,16.00,8
5300000850,108638001,"MOTO VELOCI RAZZER GTR 220CC, ROJO",2026-03-10 00:00:00,2026-03-26 00:00:00,16.00,6
5300000850,109585001,"MOTO VELOCI SNAKE GT TRAIL 250CC, GRIS",2026-03-10 00:00:00,2026-03-26 00:00:00,16.00,6
5300000850,109587001,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",2026-03-10 00:00:00,2026-03-26 00:00:00,16.00,10
5300000850,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-03-10 00:00:00,2026-03-26 00:00:00,16.00,6
5300000850,109931001,"MOTO VELOCI THYRON EVO SPORT 200C, VERDE",2026-03-10 00:00:00,2026-03-26 00:00:00,16.00,12
5300000851,108635001,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,5
5300000851,108637001,"MOTO VELOCI SYRIUS RS SPORT 20, AMARILLO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,3
5300000851,108638001,"MOTO VELOCI RAZZER GTR 220CC, ROJO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,6
5300000851,108639001,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,6
5300000851,109582001,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,6
5300000851,109586001,"MOTO VELOCI BREAKSTORM SPORT 330CC, GRIS",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,4
5300000851,109587001,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,10
5300000851,109588002,"MOTO VELOCI XEVERUS EVO PRO 330CC, GRIS",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,4
5300000851,109931001,"MOTO VELOCI THYRON EVO SPORT 200C, VERDE",2026-03-10 00:00:00,2026-03-24 00:00:00,14.00,6
4500591866,109581001,"MOTO VELOCI BEAST KX4 HYPER 200CC, ROJO",2026-03-13 00:00:00,2026-03-13 00:00:00,0.00,-1
5300000852,109783001,"MOTO BDS RHINO 200CC, AZUL",2026-03-13 00:00:00,2026-04-04 00:00:00,22.00,1
4500593604,108663001,"MOTO CARABELA BAT 150CC, BLANCO",2026-03-17 00:00:00,2026-03-17 00:00:00,0.00,-1
4500593604,109571001,"MOTO CARABELA KRONOS 200CC, TITANIO",2026-03-17 00:00:00,2026-03-17 00:00:00,0.00,-1
4500594710,108663002,"MOTO CARABELA BAT 150CC, NEGRO",2026-03-19 00:00:00,2026-03-20 00:00:00,1.00,-1
5300000853,108652001,"MOTO DINAMO ADVENTURE ELITE 150CC, ROJO",2026-03-19 00:00:00,2026-03-23 00:00:00,4.00,4
5300000853,108652002,"MOTO DINAMO ADVENTURE ELITE 150C, BLANCO",2026-03-19 00:00:00,2026-03-23 00:00:00,5.00,2
5300000853,108690001,"MOTO DINAMO SCORPIO 200CC, ROJO",2026-03-19 00:00:00,2026-03-23 00:00:00,4.00,1
5300000853,108690002,"MOTO DINAMO SCORPIO 200CC, BLANCO",2026-03-19 00:00:00,2026-03-23 00:00:00,4.00,1
5300000853,108690003,"MOTO DINAMO SCORPIO 200CC, NEGRO",2026-03-19 00:00:00,2026-03-23 00:00:00,4.50,4
5300000853,108691001,"MOTO DINAMO U5 150CC, ROJO",2026-03-19 00:00:00,2026-03-23 00:00:00,4.00,3
5300000853,108691002,"MOTO DINAMO U5 150CC, AZUL",2026-03-19 00:00:00,2026-03-23 00:00:00,4.00,1
